Geneid	remap/Sample1-1.bam	remap/Sample1-2.bam	remap/Sample1-5.bam	remap/Sample1-7.bam	remap/Sample1-9.bam	remap/Sample2-10.bam	remap/Sample2-3.bam	remap/Sample2-4.bam	remap/Sample2-5.bam	remap/Sample2-8.bam
RGna_RS15130	3.1575480451282814	3.0554219086796666	4.649239174432904	2.734975699492074	2.0652421628223876					
RGna_RS15135	3.7625217021203197	5.805438887134164	4.49718858508038	3.0864516122360244	0.9988498259185008					
RGna_RS15140	46.76737942858713	53.485996775110834	51.085820737187234	30.27030207364938	46.30929174221027					
RGna_RS15145	43.316058669348635	47.812023646577465	54.90255477511199	56.24827348478642	55.92895337551632					
RGna_RS15150	120.47247548601467	120.70653319219905	128.12260692689964	107.37038234072038	130.20142460553862					
RGna_RS15155	1539.7260304180993	3677.2835357370063	2346.3516411270557	1485.1801655775644	3110.860925217695					
RGna_RS15160	930.4716612880236	2779.1161604583517	1701.8929763887659	1053.2840853628463	2485.376569549126					
RGna_RS15165	519.9811599040909	1974.3817150703517	1104.0038624558272	691.8574139779595	1638.423805198567					
RGna_RS15170	5840.795543198667	8723.548702413767	5995.296398660344	5224.0682610975555	11639.758126238921					
RGna_RS15175	906.3386310973099	1980.279364511737	1364.1675995541332	1088.7975470231684	1895.0015819803198					
RGna_RS15180	42.90025524211393	48.62917584995518	44.35742898876691	48.30662909509235	70.14890561883463					
RGna_RS15185	217.34140752487332	266.1837532289545	249.28747791116962	186.47772976808088	228.9024111185863					
